,text,hypothesis,entailment,tx,tpred,ty,hx,hpred,hy
65,african country is the largest in africa,africa agreed to withdraw from angola,False,african country,is the largest in,africa,africa,agreed to withdraw from,angola
66,african country is the largest in africa,africa should withdraw from namibia,False,african country,is the largest in,africa,africa,should withdraw from,namibia
67,african country is the largest in africa,nigeria is the market in africa,False,african country,is the largest in,africa,nigeria,is the market in,africa
68,african country is the largest in africa,the gold coast became the colony in africa,False,african country,is the largest in,africa,the gold coast,became the colony in,africa
69,african country is the largest in africa,africa intervened in lesotho,False,african country,is the largest in,africa,africa,intervened in,lesotho
70,african country is the largest in africa,africa is freer than tanzania,False,african country,is the largest in,africa,africa,is freer than,tanzania
71,african country is the largest in africa,burundi became part of africa,False,african country,is the largest in,africa,burundi,became part of,africa
72,african country is the largest in africa,liberia lies on the coast of africa,False,african country,is the largest in,africa,liberia,lies on the coast of,africa
73,african country is the largest in africa,madagascar was cut off from africa,False,african country,is the largest in,africa,madagascar,was cut off from,africa
74,african country is the largest in africa,abyssinia is a country of africa,False,african country,is the largest in,africa,abyssinia,is a country of,africa
75,african country is the largest in africa,africa received from egypt,False,african country,is the largest in,africa,africa,received from,egypt
76,african country is the largest in africa,africa consists of kenya,False,african country,is the largest in,africa,africa,consists of,kenya
77,african country is the largest in africa,africa gradually superseded libya,False,african country,is the largest in,africa,africa,gradually superseded,libya
78,african country is the largest in africa,africa continued to occupy namibia,False,african country,is the largest in,africa,africa,continued to occupy,namibia
79,african country is the largest in africa,botswana had to rely on africa,False,african country,is the largest in,africa,botswana,had to rely on,africa
80,african country is the largest in africa,liberia is the exporter in africa,False,african country,is the largest in,africa,liberia,is the exporter in,africa
81,african country is the largest in africa,mauritania lies on the coast of africa,False,african country,is the largest in,africa,mauritania,lies on the coast of,africa
82,african country is the largest in africa,mozambique signed a pact with africa,False,african country,is the largest in,africa,mozambique,signed a pact with,africa
83,african country is the largest in africa,tanzania is among the countries in africa,False,african country,is the largest in,africa,tanzania,is among the countries in,africa
84,african country is the largest in africa,africa took the place of libya,False,african country,is the largest in,africa,africa,took the place of,libya
85,african country is the largest in africa,angola became the producer in africa,False,african country,is the largest in,africa,angola,became the producer in,africa
86,african country is the largest in africa,egypt flourished in africa,False,african country,is the largest in,africa,egypt,flourished in,africa
87,african country is the largest in africa,gabon is located on the coast of africa,False,african country,is the largest in,africa,gabon,is located on the coast of,africa
88,african country is the largest in africa,lesotho is entirely surrounded by africa,False,african country,is the largest in,africa,lesotho,is entirely surrounded by,africa
89,african country is the largest in africa,senegal is located on the coast of africa,False,african country,is the largest in,africa,senegal,is located on the coast of,africa
90,african country is the largest in africa,uganda lies at the heart of africa,False,african country,is the largest in,africa,uganda,lies at the heart of,africa
91,african country receives help from the united nations,the united nations imposed on libya,False,african country,receives help from,the united nations,the united nations,imposed on,libya
92,african country receives help from the united nations,the united nations imposed against rhodesia,False,african country,receives help from,the united nations,the united nations,imposed against,rhodesia
93,african country receives help from the united nations,libya shall be admitted to the united nations,False,african country,receives help from,the united nations,libya,shall be admitted to,the united nations
94,african country receives help from the united nations,ethiopia joined the united nations,False,african country,receives help from,the united nations,ethiopia,joined,the united nations
95,african country receives help from the united nations,the united nations federated with ethiopia,False,african country,receives help from,the united nations,the united nations,federated with,ethiopia
96,african country receives help from the united nations,the united nations imposed on rhodesia,False,african country,receives help from,the united nations,the united nations,imposed on,rhodesia
97,african country speaks french,the french invaded algeria,False,african country,speaks,french,the french,invaded,algeria
98,african country speaks french,the french invaded madagascar,False,african country,speaks,french,the french,invaded,madagascar
99,african country speaks french,french evacuate egypt,False,african country,speaks,french,french,evacuate,egypt
100,african country speaks french,the french were expelled from egypt,False,african country,speaks,french,the french,were expelled from,egypt
101,african country speaks french,the french have seized tunisia,False,african country,speaks,french,the french,have seized,tunisia
102,african country speaks french,french invade algeria,False,african country,speaks,french,french,invade,algeria
103,african country speaks french,the french left algeria,False,african country,speaks,french,the french,left,algeria
104,african country speaks french,the french have done so in algeria,False,african country,speaks,french,the french,have done so in,algeria
105,african country speaks french,the french landed troops in morocco,False,african country,speaks,french,the french,landed troops in,morocco
106,african country speaks french,the french had succeeded to the gambia,False,african country,speaks,french,the french,had succeeded to,the gambia
107,african country speaks french,the french moved into tunisia,False,african country,speaks,french,the french,moved into,tunisia
108,african country speaks french,french is the language of niger,True,african country,speaks,french,french,is the language of,niger
109,african country speaks french,the french began to occupy madagascar,False,african country,speaks,french,the french,began to occupy,madagascar
110,african country speaks french,the french had driven from senegal,False,african country,speaks,french,the french,had driven from,senegal
111,african country speaks french,the french explored the senegal,False,african country,speaks,french,the french,explored,the senegal
112,african country speaks french,the french recovered senegal,False,african country,speaks,french,the french,recovered,senegal
113,african country speaks french,the french established on the lower senegal,False,african country,speaks,french,the french,established on,the lower senegal
114,african country speaks french,the french to withdraw from egypt,False,african country,speaks,french,the french,to withdraw from,egypt
115,african country speaks french,the french would stay in morocco,False,african country,speaks,french,the french,would stay in,morocco
116,african country speaks french,egypt was wrested from the french,False,african country,speaks,french,egypt,was wrested from,the french
117,african country speaks french,morocco will become french,True,african country,speaks,french,morocco,will become,french
118,african country speaks french,morocco would have been french,False,african country,speaks,french,morocco,would have been,french
119,african country speaks english,english is the language of nigeria,True,african country,speaks,english,english,is the language of,nigeria
120,african country speaks english,english is the language of ghana,True,african country,speaks,english,english,is the language of,ghana
121,african country speaks english,uganda is a spot for the english,False,african country,speaks,english,uganda,is a spot for,the english
122,african country speaks english,the english had behaved in south africa,False,african country,speaks,english,the english,had behaved in,south africa
123,african country speaks english,english is the language of zimbabwe,True,african country,speaks,english,english,is the language of,zimbabwe
124,african country speaks english,the english changed in south africa,False,african country,speaks,english,the english,changed in,south africa
125,african country speaks english,english is the language in nigeria,True,african country,speaks,english,english,is the language in,nigeria
126,african country speaks english,gambia possessed by the english,False,african country,speaks,english,gambia,possessed by,the english
127,african country speaks english,the english were landing in south africa,False,african country,speaks,english,the english,were landing in,south africa
128,african country speaks english,english was known in the cameroons,True,african country,speaks,english,english,was known in,the cameroons
129,african country speaks english,the english will be expelled from egypt,False,african country,speaks,english,the english,will be expelled from,egypt
130,african country speaks english,the english brought from the gold coast,False,african country,speaks,english,the english,brought from,the gold coast
131,african country trades with germany,liberia declared war on germany,False,african country,trades with,germany,liberia,declared war on,germany
132,african country trades with germany,germany recognized in morocco,False,african country,trades with,germany,germany,recognized in,morocco
133,african country trades with germany,germany renounced to morocco,False,african country,trades with,germany,germany,renounced to,morocco
134,african country trades with germany,germany had no interests in morocco,False,african country,trades with,germany,germany,had no interests in,morocco
135,african country trades with germany,liberia declares war on germany,False,african country,trades with,germany,liberia,declares war on,germany
136,african country trades with germany,germany had no interest in morocco,False,african country,trades with,germany,germany,had no interest in,morocco
137,african country trades with germany,germany annexed south africa,False,african country,trades with,germany,germany,annexed,south africa
138,african country trades with germany,egypt broke off relations with germany,False,african country,trades with,germany,egypt,broke off relations with,germany
139,african country trades with germany,germany annexed the cameroons,False,african country,trades with,germany,germany,annexed,the cameroons
140,african country trades with germany,germany interfered in morocco,False,african country,trades with,germany,germany,interfered in,morocco
141,african country trades with germany,germany gave a hand in morocco,False,african country,trades with,germany,germany,gave a hand in,morocco
142,african country trades with germany,germany formed with liberia,False,african country,trades with,germany,germany,formed with,liberia
143,african country trades with germany,egypt severed relations with germany,False,african country,trades with,germany,egypt,severed relations with,germany
144,african country trades with germany,germany lost control of cameroon,False,african country,trades with,germany,germany,lost control of,cameroon
145,african country trades with germany,south africa was divided between germany,False,african country,trades with,germany,south africa,was divided between,germany
146,african country trades with germany,germany was to get angola,False,african country,trades with,germany,germany,was to get,angola
147,african country trades with germany,germany might buy the belgian congo,False,african country,trades with,germany,germany,might buy,the belgian congo
148,african country trades with germany,germany acquired the cameroons,False,african country,trades with,germany,germany,acquired,the cameroons
149,african country trades with germany,liberia declared war against germany,False,african country,trades with,germany,liberia,declared war against,germany
150,african country trades with france,france regained senegal,True,african country,trades with,france,france,regained,senegal
151,african country trades with france,morocco became a protectorate of france,False,african country,trades with,france,morocco,became a protectorate of,france
152,african country trades with france,tunisia would operate with france,True,african country,trades with,france,tunisia,would operate with,france
153,african country trades with france,france fought in algeria,False,african country,trades with,france,france,fought in,algeria
154,african country trades with france,algeria belongs to france,False,african country,trades with,france,algeria,belongs to,france
155,african country trades with france,algeria belonged to france,False,african country,trades with,france,algeria,belonged to,france
156,african country trades with france,algeria gained independence from france,False,african country,trades with,france,algeria,gained independence from,france
157,african country trades with france,france had conquered algeria,False,african country,trades with,france,france,had conquered,algeria
158,african country trades with france,france recognized the independence of tunisia,False,african country,trades with,france,france,recognized the independence of,tunisia
159,african country trades with france,senegal was ceded to france,False,african country,trades with,france,senegal,was ceded to,france
160,african country trades with france,france would gain egypt,False,african country,trades with,france,france,would gain,egypt
161,african country trades with france,france granted independence to tunisia,False,african country,trades with,france,france,granted independence to,tunisia
162,african country trades with france,madagascar gained independence from france,False,african country,trades with,france,madagascar,gained independence from,france
163,african country trades with france,morocco received from france,True,african country,trades with,france,morocco,received from,france
164,african country trades with france,france received the part of togo,False,african country,trades with,france,france,received the part of,togo
165,african country trades with france,morocco was partitioned between france,False,african country,trades with,france,morocco,was partitioned between,france
166,african country trades with france,france regarded egypt,False,african country,trades with,france,france,regarded,egypt
167,african country trades with france,france intervened in gabon,False,african country,trades with,france,france,intervened in,gabon
168,african country trades with france,madagascar was annexed by france,False,african country,trades with,france,madagascar,was annexed by,france
169,african country trades with france,morocco was occupied by france,False,african country,trades with,france,morocco,was occupied by,france
170,african country trades with france,france respecting egypt,False,african country,trades with,france,france,respecting,egypt
171,african country trades with france,france then attacked egypt,False,african country,trades with,france,france,then attacked,egypt
172,african country trades with france,gabon gained independence from france,False,african country,trades with,france,gabon,gained independence from,france
173,african country trades with france,france does not take egypt,False,african country,trades with,france,france,does not take,egypt
174,african country trades with france,france ousted from egypt,False,african country,trades with,france,france,ousted from,egypt
175,african country trades with france,france had understood madagascar,False,african country,trades with,france,france,had understood,madagascar
176,african country trades with france,tunisia was occupied by france,False,african country,trades with,france,tunisia,was occupied by,france
177,african country trades with france,madagascar belongs to france,False,african country,trades with,france,madagascar,belongs to,france
178,african country trades with france,france sold to south africa,True,african country,trades with,france,france,sold to,south africa
179,african country trades with france,guinea declared independence from france,False,african country,trades with,france,guinea,declared independence from,france
180,african country trades with france,madagascar is larger than france,False,african country,trades with,france,madagascar,is larger than,france
181,african country trades with france,botswana is the size of france,False,african country,trades with,france,botswana,is the size of,france
182,african country trades with france,france acquired the island of madagascar,True,african country,trades with,france,france,acquired the island of,madagascar
183,african country trades with france,france has made in the senegal,False,african country,trades with,france,france,has made in,the senegal
184,african country trades with france,france recognised the independence of tunisia,False,african country,trades with,france,france,recognised the independence of,tunisia
185,african country trades with france,mali informed france,False,african country,trades with,france,mali,informed,france
186,african country trades with france,france sent troops to rwanda,False,african country,trades with,france,france,sent troops to,rwanda
187,african country trades with france,nigeria broke off relations with france,False,african country,trades with,france,nigeria,broke off relations with,france
188,african country trades with france,senegal became independent from france,False,african country,trades with,france,senegal,became independent from,france
189,african country trades with france,the cameroons were divided between france,False,african country,trades with,france,the cameroons,were divided between,france
190,african country trades with france,france versus liberia,False,african country,trades with,france,france,versus,liberia
191,african country was struck by famine,a famine broke out in the sudan,True,african country,was struck by,famine,a famine,broke out in,the sudan
192,african country was struck by famine,famine struck ethiopia,True,african country,was struck by,famine,famine,struck,ethiopia
193,african country was struck by famine,egypt suffered famines,True,african country,was struck by,famine,egypt,suffered,famines
194,animal can produce poison,the spider sucks poison,False,animal,can produce,poison,the spider,sucks,poison
195,animal can produce poison,human beings can be infected by poisons,False,animal,can produce,poison,human beings,can be infected by,poisons
196,animal can produce poison,poisons are used for insects,False,animal,can produce,poison,poisons,are used for,insects
197,animal can produce poison,the tortured man denied all knowledge of the poison,False,animal,can produce,poison,the tortured man,denied all knowledge of,the poison
198,animal can produce poison,poisons are used against insects,False,animal,can produce,poison,poisons,are used against,insects
199,animal can produce poison,rabbits are sensitive to the poison,False,animal,can produce,poison,rabbits,are sensitive to,the poison
200,animal can produce poison,the poison is carried by an insect,True,animal,can produce,poison,the poison,is carried by,an insect
201,animal can produce poison,poison enters the embryo,False,animal,can produce,poison,poison,enters,the embryo
202,animal can produce poison,the collie was not killed by the poison,False,animal,can produce,poison,the collie,was not killed by,the poison
203,animal can produce poison,this poison destroys birds,False,animal,can produce,poison,this poison,destroys,birds
204,animal can produce poison,insects may be controlled with poisons,False,animal,can produce,poison,insects,may be controlled with,poisons
205,animal can produce poison,poison is taken into the human being,False,animal,can produce,poison,poison,is taken into,the human being
206,animal can produce poison,poisonous snakes secrete poisons,True,animal,can produce,poison,poisonous snakes,secrete,poisons
207,animal can produce poison,poisonous snakes secrete poisons,True,animal,can produce,poison,poisonous snakes,secrete,poisons
208,animal can produce poison,poisons are used to control insects,False,animal,can produce,poison,poisons,are used to control,insects
209,animal can produce poison,the caterpillar wields a poison,True,animal,can produce,poison,the caterpillar,wields,a poison
210,animal can produce poison,insects are controlled by poisons,False,animal,can produce,poison,insects,are controlled by,poisons
211,animal can produce poison,the hedgehog has a resistance to poisons,False,animal,can produce,poison,the hedgehog,has a resistance to,poisons
212,animal can produce poison,the unhappy man had swallowed poison,False,animal,can produce,poison,the unhappy man,had swallowed,poison
213,animal can produce poison,toads extracted poison,False,animal,can produce,poison,toads,extracted,poison
214,animal can produce poison,all hardy men suffered from the poison,False,animal,can produce,poison,all hardy men,suffered from,the poison
215,animal can produce poison,poisons are used to kill insects,False,animal,can produce,poison,poisons,are used to kill,insects
216,animal can produce poison,the monkeys would spurn the poison,False,animal,can produce,poison,the monkeys,would spurn,the poison
217,animal can produce poison,the poison will kill frogs,False,animal,can produce,poison,the poison,will kill,frogs
218,animal can produce poison,the poison was carried to the fetus,False,animal,can produce,poison,the poison,was carried to,the fetus
219,animal can produce poison,soldiers spied the poison,False,animal,can produce,poison,soldiers,spied,the poison
220,animal can produce poison,the abyssinians have a dread of poison,False,animal,can produce,poison,the abyssinians,have a dread of,poison
221,animal can produce poison,the poison was tried on a fowl,False,animal,can produce,poison,the poison,was tried on,a fowl
222,animal can produce poison,the poison may act upon the embryo,False,animal,can produce,poison,the poison,may act upon,the embryo
223,animal can produce poison,the poisons are toxic for rabbits,False,animal,can produce,poison,the poisons,are toxic for,rabbits
224,animal can produce poison,the serpent shall have no poison,False,animal,can produce,poison,the serpent,shall have,no poison
225,animal eats corn,men stood and looked at the corn,False,animal,eats,corn,men,stood and looked at,the corn
226,animal eats corn,corn is fed to hogs,True,animal,eats,corn,corn,is fed to,hogs
227,animal eats corn,the blackbirds molest the corn,False,animal,eats,corn,the blackbirds,molest,the corn
228,animal eats corn,the hogs are crammed with corn,False,animal,eats,corn,the hogs,are crammed with,corn
229,animal eats corn,the larks dropped into the corn,False,animal,eats,corn,the larks,dropped into,the corn
230,animal eats corn,corn was fed to hogs,True,animal,eats,corn,corn,was fed to,hogs
231,animal eats corn,the lark soared above the corn,False,animal,eats,corn,the lark,soared above,the corn
232,animal eats corn,corn is fed to cattle,True,animal,eats,corn,corn,is fed to,cattle
233,animal eats corn,llamas loaded with corn,False,animal,eats,corn,llamas,loaded with,corn
234,animal eats corn,the foal is filled with corn,False,animal,eats,corn,the foal,is filled with,corn
235,animal eats corn,worms ravaged corn,True,animal,eats,corn,worms,ravaged,corn
236,animal eats corn,the cattle were ruining the corn,False,animal,eats,corn,the cattle,were ruining,the corn
237,animal eats corn,the corn is good for cattle,True,animal,eats,corn,the corn,is good for,cattle
238,animal eats corn,an ox tramples corn,False,animal,eats,corn,an ox,tramples,corn
239,animal eats corn,elk are fond of corn,True,animal,eats,corn,elk,are fond of,corn
240,animal eats corn,newt plowed the corn,False,animal,eats,corn,newt,plowed,the corn
241,animal eats corn,the cattle roamed over the corn,False,animal,eats,corn,the cattle,roamed over,the corn
242,animal eats corn,the hog is fed with corn,True,animal,eats,corn,the hog,is fed with,corn
243,animal eats corn,the plovers fled the corn,False,animal,eats,corn,the plovers,fled,the corn
244,animal eats corn,bruin was fond of corn,True,animal,eats,corn,bruin,was fond of,corn
245,animal eats corn,frogs threshed corn,False,animal,eats,corn,frogs,threshed,corn
246,animal eats corn,the oxen may be used to carry the corn,False,animal,eats,corn,the oxen,may be used to carry,the corn
247,animal eats corn,the ragged men were living on corn,True,animal,eats,corn,the ragged men,were living on,corn
248,animal eats hay,the lion shall eat hay,True,animal,eats,hay,the lion,shall eat,hay
249,animal eats hay,cattle need hay,True,animal,eats,hay,cattle,need,hay
250,animal eats hay,the dogs burnt the hay,False,animal,eats,hay,the dogs,burnt,the hay
251,animal eats hay,the russian dogs burnt the hay,False,animal,eats,hay,the russian dogs,burnt,the hay
252,animal eats hay,the lion will eat hay,True,animal,eats,hay,the lion,will eat,hay
253,animal eats hay,hay sailed by an steamer,False,animal,eats,hay,hay,sailed by,an steamer
254,animal eats hay,the sheep had wasted the hay,False,animal,eats,hay,the sheep,had wasted,the hay
255,animal eats hay,the dog could not eat the hay,False,animal,eats,hay,the dog,could not eat,the hay
256,animal eats hay,the sheep were fed on hay,True,animal,eats,hay,the sheep,were fed on,hay
257,animal eats hay,horses need hay,True,animal,eats,hay,horses,need,hay
258,animal eats hay,curs rose from the hay,False,animal,eats,hay,curs,rose from,the hay
259,animal eats hay,several curs rose from the hay,False,animal,eats,hay,several curs,rose from,the hay
260,animal eats hay,white curs rose from the hay,False,animal,eats,hay,white curs,rose from,the hay
261,animal eats hay,cattle will eat hay,True,animal,eats,hay,cattle,will eat,hay
262,animal eats hay,horses prefer hay,True,animal,eats,hay,horses,prefer,hay
263,animal eats hay,the cattle must eat hay,True,animal,eats,hay,the cattle,must eat,hay
264,animal eats hay,the cattle would eat the hay,True,animal,eats,hay,the cattle,would eat,the hay
265,animal eats hay,cattle are fed on hay,True,animal,eats,hay,cattle,are fed on,hay
266,animal eats hay,gray were friends of hay,False,animal,eats,hay,gray,were friends of,hay
267,animal eats hay,horses munched hay,True,animal,eats,hay,horses,munched,hay
268,animal eats hay,the hounds were raging in the hay,False,animal,eats,hay,the hounds,were raging in,the hay
269,animal eats hay,the rhinoceros does not eat hay,False,animal,eats,hay,the rhinoceros,does not eat,hay
270,animal eats hay,an ox came to eat the hay,True,animal,eats,hay,an ox,came to eat,the hay
271,animal eats hay,horses should have hay,True,animal,eats,hay,horses,should have,hay
272,animal eats hay,the french soldiers turned for hay,False,animal,eats,hay,the french soldiers,turned for,hay
273,animal eats hay,the rails prevent the hay,False,animal,eats,hay,the rails,prevent,the hay
274,animal eats hay,the soldiers turned for hay,False,animal,eats,hay,the soldiers,turned for,hay
275,animal eats carrion,the beetle perceives a carrion,False,animal,eats,carrion,the beetle,perceives,a carrion
276,animal eats carrion,the sharks looked after the carrion,False,animal,eats,carrion,the sharks,looked after,the carrion
277,animal eats carrion,vultures concentrate upon carrion,False,animal,eats,carrion,vultures,concentrate upon,carrion
278,animal eats carrion,the vultures live on carrion,True,animal,eats,carrion,the vultures,live on,carrion
279,animal eats carrion,lepidoptera associated with carrion,False,animal,eats,carrion,lepidoptera,associated with,carrion
280,animal eats carrion,a dead ox was not the carrion,False,animal,eats,carrion,a dead ox,was not,the carrion
281,animal eats carrion,no carrion will kill a crow,False,animal,eats,carrion,no carrion,will kill,a crow
282,animal eats carrion,a raven waits for carrion,False,animal,eats,carrion,a raven,waits for,carrion
283,animal eats carrion,the shepherd dogs howled over the carrion,False,animal,eats,carrion,the shepherd dogs,howled over,the carrion
284,animal eats carrion,carrion are devoured by this feeder,True,animal,eats,carrion,carrion,are devoured by,this feeder
285,animal eats carrion,carrion are devoured by this rapacious feeder,True,animal,eats,carrion,carrion,are devoured by,this rapacious feeder
286,animal eats carrion,the condor feeds upon carrion,True,animal,eats,carrion,the condor,feeds upon,carrion
287,animal eats crops,cattle fattened on crops,True,animal,eats,crops,cattle,fattened on,crops
288,animal eats crops,rodents swarmed over crops,False,animal,eats,crops,rodents,swarmed over,crops
289,animal eats crops,the crops were destroyed by grasshoppers,True,animal,eats,crops,the crops,were destroyed by,grasshoppers
290,animal eats crops,the crops are fed to livestock,True,animal,eats,crops,the crops,are fed to,livestock
291,animal eats crops,crops are fed to livestock,True,animal,eats,crops,crops,are fed to,livestock
292,animal eats crops,the crops had been devoured by grasshoppers,True,animal,eats,crops,the crops,had been devoured by,grasshoppers
293,animal eats crops,the gulls came and saved the crops,False,animal,eats,crops,the gulls,came and saved,the crops
294,animal eats crops,the scale insects do damage to crops,True,animal,eats,crops,the scale insects,do damage to,crops
295,animal eats crops,the cattle do not get into crops,False,animal,eats,crops,the cattle,do not get into,crops
296,animal eats crops,the crops were eaten up by the grasshoppers,True,animal,eats,crops,the crops,were eaten up by,the grasshoppers
297,animal eats crops,honeybees pollinate crops,False,animal,eats,crops,honeybees,pollinate,crops
298,animal eats crops,nematodes associated with crops,False,animal,eats,crops,nematodes,associated with,crops
299,animal eats crops,the deer nibbled at the crops,True,animal,eats,crops,the deer,nibbled at,the crops
300,animal eats crops,the gentle deer nibbled at the crops,True,animal,eats,crops,the gentle deer,nibbled at,the crops
